date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:04:55	293662/293662	---M-Z	200	added ('OK')	text/html	etag:%2247b1e-6705792b-4ce2ada345d4bd07;gz%22	https://www.packdemusicas.com.br/premium/shows.html	C:/Meus%20Sites/Premiun/premium/www.packdemusicas.com.br/premium/shows.html	(from )
14:04:55	1159/1159	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-62b1dbfc-e51bf0e9698fbf24;gz%22	https://www.packdemusicas.com.br/robots.txt		(from )
14:04:55	6174/6174	---M-Z	200	added ('OK')	text/css	etag:%22181e-67005917-3631b47fc609aea8;gz%22	https://www.packdemusicas.com.br/premium/normalize.css	C:/Meus%20Sites/Premiun/premium/www.packdemusicas.com.br/premium/normalize.css	(from https://www.packdemusicas.com.br/premium/shows.html)
14:04:55	1032/1032	---M-Z	200	added ('OK')	text/css	etag:%22408-67005917-54f92e774d10e0f4;gz%22	https://www.packdemusicas.com.br/premium/reset.css	C:/Meus%20Sites/Premiun/premium/www.packdemusicas.com.br/premium/reset.css	(from https://www.packdemusicas.com.br/premium/shows.html)
14:04:56	6159/6159	---M--	200	added ('OK')	image/png	etag:%22180f-67055541-3112933e19add40e;;;%22	https://www.packdemusicas.com.br/premium/img-Shows/favicon.png	C:/Meus%20Sites/Premiun/premium/www.packdemusicas.com.br/premium/img-Shows/favicon.png	(from https://www.packdemusicas.com.br/premium/shows.html)
14:04:56	40736/40736	---M-Z	200	added ('OK')	text/css	etag:%229f20-67046fac-6047dbbca8fa63a0;gz%22	https://www.packdemusicas.com.br/premium/estilo.css	C:/Meus%20Sites/Premiun/premium/www.packdemusicas.com.br/premium/estilo.css	(from https://www.packdemusicas.com.br/premium/shows.html)
14:04:56	8937/8937	---M--	200	added ('OK')	image/png	etag:%2222e9-67005854-e910e3d6821d2b9;;;%22	https://www.packdemusicas.com.br/premium/img-Shows/logotipo.png	C:/Meus%20Sites/Premiun/premium/www.packdemusicas.com.br/premium/img-Shows/logotipo.png	(from https://www.packdemusicas.com.br/premium/shows.html)
14:04:57	6344/6344	---M--	200	added ('OK')	image/png	etag:%2218c8-67005853-6e4a9ff21539200d;;;%22	https://www.packdemusicas.com.br/premium/img-Shows/divisoria02.png	C:/Meus%20Sites/Premiun/premium/www.packdemusicas.com.br/premium/img-Shows/divisoria02.png	(from https://www.packdemusicas.com.br/premium/shows.html)
14:04:57	7914/7914	---M--	200	added ('OK')	image/png	etag:%221eea-67005852-8b0631851098606b;;;%22	https://www.packdemusicas.com.br/premium/img-Shows/divisoria.png	C:/Meus%20Sites/Premiun/premium/www.packdemusicas.com.br/premium/img-Shows/divisoria.png	(from https://www.packdemusicas.com.br/premium/shows.html)
14:04:57	13810059/13810059	---M--	200	added ('OK')	video/mp4	etag:%22d2b98b-67005925-2249ebb2e9ff6c94;;;%22	https://www.packdemusicas.com.br/premium/video.mp4	C:/Meus%20Sites/Premiun/premium/www.packdemusicas.com.br/premium/video.mp4	(from https://www.packdemusicas.com.br/premium/shows.html)
14:04:57	39790/39790	---M--	200	added ('OK')	image/png	etag:%229b6e-67005857-8fc576e1eed1a47d;;;%22	https://www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/01.png	C:/Meus%20Sites/Premiun/premium/www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/01.png	(from https://www.packdemusicas.com.br/premium/shows.html)
14:04:57	54959/54959	---M--	200	added ('OK')	image/png	etag:%22d6af-67005859-81a63b9b19a06c09;;;%22	https://www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/04b.png	C:/Meus%20Sites/Premiun/premium/www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/04b.png	(from https://www.packdemusicas.com.br/premium/shows.html)
14:04:57	76139/76139	---M--	200	added ('OK')	image/png	etag:%221296b-67005857-a7d545df68b0a107;;;%22	https://www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/02.png	C:/Meus%20Sites/Premiun/premium/www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/02.png	(from https://www.packdemusicas.com.br/premium/shows.html)
14:04:58	54055/54055	---M--	200	added ('OK')	image/png	etag:%22d327-67005857-c188e56be6522ba6;;;%22	https://www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/01c.png	C:/Meus%20Sites/Premiun/premium/www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/01c.png	(from https://www.packdemusicas.com.br/premium/shows.html)
14:04:58	40107/40107	---M--	200	added ('OK')	image/png	etag:%229cab-67005858-d1cb84f0812091fe;;;%22	https://www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/02c.png	C:/Meus%20Sites/Premiun/premium/www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/02c.png	(from https://www.packdemusicas.com.br/premium/shows.html)
14:04:58	48231/48231	---M--	200	added ('OK')	image/png	etag:%22bc67-67005861-2b78977be80dbb9b;;;%22	https://www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/32.png	C:/Meus%20Sites/Premiun/premium/www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/32.png	(from https://www.packdemusicas.com.br/premium/shows.html)
14:04:58	50978/50978	---M--	200	added ('OK')	image/png	etag:%22c722-6700585a-db270df79e3e9f43;;;%22	https://www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/08.png	C:/Meus%20Sites/Premiun/premium/www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/08.png	(from https://www.packdemusicas.com.br/premium/shows.html)
14:04:58	181661/181661	---M--	200	added ('OK')	image/png	etag:%222c59d-6700585f-a05024a90b63ea5c;;;%22	https://www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/26b.png	C:/Meus%20Sites/Premiun/premium/www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/26b.png	(from https://www.packdemusicas.com.br/premium/shows.html)
14:04:59	45090/45090	---M--	200	added ('OK')	image/png	etag:%22b022-67005859-c2aa6f541bead40e;;;%22	https://www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/05b.png	C:/Meus%20Sites/Premiun/premium/www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/05b.png	(from https://www.packdemusicas.com.br/premium/shows.html)
14:04:59	71996/71996	---M--	200	added ('OK')	image/png	etag:%221193c-67005858-36add5fd97c1629b;;;%22	https://www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/03.png	C:/Meus%20Sites/Premiun/premium/www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/03.png	(from https://www.packdemusicas.com.br/premium/shows.html)
14:04:59	47844/47844	---M--	200	added ('OK')	image/png	etag:%22bae4-67005858-bfda959e938890b1;;;%22	https://www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/04.png	C:/Meus%20Sites/Premiun/premium/www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/04.png	(from https://www.packdemusicas.com.br/premium/shows.html)
14:04:59	68281/68281	---M--	200	added ('OK')	image/png	etag:%2210ab9-6700585c-2d02736c6ca6b481;;;%22	https://www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/14a.png	C:/Meus%20Sites/Premiun/premium/www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/14a.png	(from https://www.packdemusicas.com.br/premium/shows.html)
14:04:59	60567/60567	---M--	200	added ('OK')	image/png	etag:%22ec97-6700585b-d3d61fcb5ae391f3;;;%22	https://www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/10.png	C:/Meus%20Sites/Premiun/premium/www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/10.png	(from https://www.packdemusicas.com.br/premium/shows.html)
14:05:00	63521/63521	---M--	200	added ('OK')	image/png	etag:%22f821-6700585b-524d7cbd190ae3a8;;;%22	https://www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/12.png	C:/Meus%20Sites/Premiun/premium/www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/12.png	(from https://www.packdemusicas.com.br/premium/shows.html)
14:05:00	79259/79259	---M--	200	added ('OK')	image/png	etag:%221359b-6700585b-72efb59b16137b51;;;%22	https://www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/11.png	C:/Meus%20Sites/Premiun/premium/www.packdemusicas.com.br/premium/img-Shows/capas/Sertanejo/11.png	(from https://www.packdemusicas.com.br/premium/shows.html)
